report_date,yesterday_purchase,week1_purchase,week2_purchase,week3_purchase,week4_purchase,MON,TUE,WED,THU,FRI,SAT,SUN,dayofmonth_percent,shouldwork
20130807,27348705,122942064,29405789,28834269,42210154,0,0,1,0,0,0,0,,
20130808,24953363,61905830,123922858,27609385,29843023,0,0,0,1,0,0,0,,
20130809,44702970,73104389,25835746,126301368,23202473,0,0,0,0,1,0,0,,
20130810,46197838,31370682,31021548,20662791,19218553,0,0,0,0,0,1,0,,
20130811,44403831,45251520,26260152,81375803,101209093,0,0,0,0,0,0,1,,
20130812,42840984,51533056,59130418,37844074,106271409,1,0,0,0,0,0,0,,
20130813,33901418,27348705,35410500,25115410,26323198,0,1,0,0,0,0,0,,
20130814,45856548,24953363,122942064,29405789,28834269,0,0,1,0,0,0,0,,
20130815,39066415,44702970,61905830,123922858,27609385,0,0,0,1,0,0,0,,
20130816,29238678,46197838,73104389,25835746,126301368,0,0,0,0,1,0,0,,
20130817,54635823,44403831,31370682,31021548,20662791,0,0,0,0,0,1,0,,
20130818,15688245,42840984,45251520,26260152,81375803,0,0,0,0,0,0,1,,
20130819,45069353,33901418,51533056,59130418,37844074,1,0,0,0,0,0,0,,
20130820,48319110,45856548,27348705,35410500,25115410,0,1,0,0,0,0,0,,
20130821,51304276,39066415,24953363,122942064,29405789,0,0,1,0,0,0,0,,
20130822,45762636,29238678,44702970,61905830,123922858,0,0,0,1,0,0,0,,
20130823,26545809,54635823,46197838,73104389,25835746,0,0,0,0,1,0,0,,
20130824,33855284,15688245,44403831,31370682,31021548,0,0,0,0,0,1,0,,
20130825,54574111,45069353,42840984,45251520,26260152,0,0,0,0,0,0,1,,
20130826,17586501,48319110,33901418,51533056,59130418,1,0,0,0,0,0,0,,
20130827,52044963,51304276,45856548,27348705,35410500,0,1,0,0,0,0,0,,
20130828,49273164,45762636,39066415,24953363,122942064,0,0,1,0,0,0,0,,
20130829,57249467,26545809,29238678,44702970,61905830,0,0,0,1,0,0,0,,
20130830,31008331,33855284,54635823,46197838,73104389,0,0,0,0,1,0,0,,
20130831,29172174,54574111,15688245,44403831,31370682,0,0,0,0,0,1,0,,
20130901,27720016,17586501,45069353,42840984,45251520,0,0,0,0,0,0,1,,
20130902,60276302,52044963,48319110,33901418,51533056,1,0,0,0,0,0,0,,
20130903,42168974,49273164,51304276,45856548,27348705,0,1,0,0,0,0,0,,
20130904,58345539,57249467,45762636,39066415,24953363,0,0,1,0,0,0,0,,
20130905,55301172,31008331,26545809,29238678,44702970,0,0,0,1,0,0,0,,
20130906,42500904,29172174,33855284,54635823,46197838,0,0,0,0,1,0,0,,
20130907,38650095,27720016,54574111,15688245,44403831,0,0,0,0,0,1,0,,
20130908,49801798,60276302,17586501,45069353,42840984,0,0,0,0,0,0,1,,
20130909,24810658,42168974,52044963,48319110,33901418,1,0,0,0,0,0,0,,
20130910,55565482,58345539,49273164,51304276,45856548,0,1,0,0,0,0,0,,
20130911,81305151,55301172,57249467,45762636,39066415,0,0,1,0,0,0,0,,
20130912,93077458,42500904,31008331,26545809,29238678,0,0,0,1,0,0,0,,
20130913,50035862,38650095,29172174,33855284,54635823,0,0,0,0,1,0,0,,
20130914,48041116,49801798,27720016,54574111,15688245,0,0,0,0,0,1,0,,
20130915,34379286,24810658,60276302,17586501,45069353,0,0,0,0,0,0,1,,
20130916,38956366,55565482,42168974,52044963,48319110,1,0,0,0,0,0,0,,
20130917,104399397,81305151,58345539,49273164,51304276,0,1,0,0,0,0,0,,
20130918,75209349,93077458,55301172,57249467,45762636,0,0,1,0,0,0,0,,
20130919,41969227,50035862,42500904,31008331,26545809,0,0,0,1,0,0,0,,
20130920,40861546,48041116,38650095,29172174,33855284,0,0,0,0,1,0,0,,
20130921,33601331,34379286,49801798,27720016,54574111,0,0,0,0,0,1,0,,
20130922,61641978,38956366,24810658,60276302,17586501,0,0,0,0,0,0,1,,
20130923,59188234,104399397,55565482,42168974,52044963,1,0,0,0,0,0,0,,
20130924,37338427,75209349,81305151,58345539,49273164,0,1,0,0,0,0,0,,
20130925,56008378,41969227,93077458,55301172,57249467,0,0,1,0,0,0,0,,
20130926,107206248,40861546,50035862,42500904,31008331,0,0,0,1,0,0,0,,
20130927,49684160,33601331,48041116,38650095,29172174,0,0,0,0,1,0,0,,
20130928,51076556,61641978,34379286,49801798,27720016,0,0,0,0,0,1,0,,
20130929,46758852,59188234,38956366,24810658,60276302,0,0,0,0,0,0,1,,
20130930,76038490,37338427,104399397,55565482,42168974,1,0,0,0,0,0,0,,
20131001,49151321,56008378,75209349,81305151,58345539,0,1,0,0,0,0,0,,
20131002,22858568,107206248,41969227,93077458,55301172,0,0,1,0,0,0,0,,
20131003,15700008,49684160,40861546,50035862,42500904,0,0,0,1,0,0,0,,
20131004,7251212,51076556,33601331,48041116,38650095,0,0,0,0,1,0,0,,
20131005,22868589,46758852,61641978,34379286,49801798,0,0,0,0,0,1,0,,
20131006,21245166,76038490,59188234,38956366,24810658,0,0,0,0,0,0,1,,
20131007,40318288,49151321,37338427,104399397,55565482,1,0,0,0,0,0,0,,
20131008,56730939,22858568,56008378,75209349,81305151,0,1,0,0,0,0,0,,
20131009,115047417,15700008,107206248,41969227,93077458,0,0,1,0,0,0,0,,
20131010,67339813,7251212,49684160,40861546,50035862,0,0,0,1,0,0,0,,
20131011,93642539,22868589,51076556,33601331,48041116,0,0,0,0,1,0,0,,
20131012,68845671,21245166,46758852,61641978,34379286,0,0,0,0,0,1,0,,
20131013,95312628,40318288,76038490,59188234,38956366,0,0,0,0,0,0,1,,
20131014,40381173,56730939,49151321,37338427,104399397,1,0,0,0,0,0,0,,
20131015,158158044,115047417,22858568,56008378,75209349,0,1,0,0,0,0,0,,
20131016,108776071,67339813,15700008,107206248,41969227,0,0,1,0,0,0,0,,
20131017,156977224,93642539,7251212,49684160,40861546,0,0,0,1,0,0,0,,
20131018,73354575,68845671,22868589,51076556,33601331,0,0,0,0,1,0,0,,
20131019,80573607,95312628,21245166,46758852,61641978,0,0,0,0,0,1,0,,
20131020,47140830,40381173,40318288,76038490,59188234,0,0,0,0,0,0,1,,
20131021,78146352,158158044,56730939,49151321,37338427,1,0,0,0,0,0,0,,
20131022,92303765,108776071,115047417,22858568,56008378,0,1,0,0,0,0,0,,
20131023,79936840,156977224,67339813,15700008,107206248,0,0,1,0,0,0,0,,
20131024,91267273,73354575,93642539,7251212,49684160,0,0,0,1,0,0,0,,
20131025,78253878,80573607,68845671,22868589,51076556,0,0,0,0,1,0,0,,
20131026,72866681,47140830,95312628,21245166,46758852,0,0,0,0,0,1,0,,
20131027,89152724,78146352,40381173,40318288,76038490,0,0,0,0,0,0,1,,
20131028,58360160,92303765,158158044,56730939,49151321,1,0,0,0,0,0,0,,
20131029,175987478,79936840,108776071,115047417,22858568,0,1,0,0,0,0,0,,
20131030,147891369,91267273,156977224,67339813,15700008,0,0,1,0,0,0,0,,
20131031,123495252,78253878,73354575,93642539,7251212,0,0,0,1,0,0,0,,
20131101,105655220,72866681,80573607,68845671,22868589,0,0,0,0,1,0,0,,
20131102,90052647,89152724,47140830,95312628,21245166,0,0,0,0,0,1,0,,
20131103,60697754,58360160,78146352,40381173,40318288,0,0,0,0,0,0,1,,
20131104,109705314,175987478,92303765,158158044,56730939,1,0,0,0,0,0,0,,
20131105,134705147,147891369,79936840,108776071,115047417,0,1,0,0,0,0,0,,
20131106,170112074,123495252,91267273,156977224,67339813,0,0,1,0,0,0,0,,
20131107,177181307,105655220,78253878,73354575,93642539,0,0,0,1,0,0,0,,
20131108,219191421,90052647,72866681,80573607,68845671,0,0,0,0,1,0,0,,
20131109,249304249,60697754,89152724,47140830,95312628,0,0,0,0,0,1,0,,
20131110,123652022,109705314,58360160,78146352,40381173,0,0,0,0,0,0,1,,
20131111,158993537,134705147,175987478,92303765,158158044,1,0,0,0,0,0,0,,
20131112,143416540,170112074,147891369,79936840,108776071,0,1,0,0,0,0,0,,
20131113,173549641,177181307,123495252,91267273,156977224,0,0,1,0,0,0,0,,
20131114,158376990,219191421,105655220,78253878,73354575,0,0,0,1,0,0,0,,
20131115,148622821,249304249,90052647,72866681,80573607,0,0,0,0,1,0,0,,
20131116,116112820,123652022,60697754,89152724,47140830,0,0,0,0,0,1,0,,
20131117,85621804,158993537,109705314,58360160,78146352,0,0,0,0,0,0,1,,
20131118,98492364,143416540,134705147,175987478,92303765,1,0,0,0,0,0,0,,
20131119,145222355,173549641,170112074,147891369,79936840,0,1,0,0,0,0,0,,
20131120,165943591,158376990,177181307,123495252,91267273,0,0,1,0,0,0,0,,
20131121,149019647,148622821,219191421,105655220,78253878,0,0,0,1,0,0,0,,
20131122,236672974,116112820,249304249,90052647,72866681,0,0,0,0,1,0,0,,
20131123,139140591,85621804,123652022,60697754,89152724,0,0,0,0,0,1,0,,
20131124,85234876,98492364,158993537,109705314,58360160,0,0,0,0,0,0,1,,
20131125,97522283,145222355,143416540,134705147,175987478,1,0,0,0,0,0,0,,
20131126,188023955,165943591,173549641,170112074,147891369,0,1,0,0,0,0,0,,
20131127,181397027,149019647,158376990,177181307,123495252,0,0,1,0,0,0,0,,
20131128,152083973,236672974,148622821,219191421,105655220,0,0,0,1,0,0,0,,
20131129,152510165,139140591,116112820,249304249,90052647,0,0,0,0,1,0,0,,
20131130,144836611,85234876,85621804,123652022,60697754,0,0,0,0,0,1,0,,
20131201,94687796,97522283,98492364,158993537,109705314,0,0,0,0,0,0,1,,
20131202,179080325,188023955,145222355,143416540,134705147,1,0,0,0,0,0,0,,
20131203,207768089,181397027,165943591,173549641,170112074,0,1,0,0,0,0,0,,
20131204,176533224,152083973,149019647,158376990,177181307,0,0,1,0,0,0,0,,
20131205,253181565,152510165,236672974,148622821,219191421,0,0,0,1,0,0,0,,
20131206,152989262,144836611,139140591,116112820,249304249,0,0,0,0,1,0,0,,
20131207,198597129,94687796,85234876,85621804,123652022,0,0,0,0,0,1,0,,
20131208,116093484,179080325,97522283,98492364,158993537,0,0,0,0,0,0,1,,
20131209,127532403,207768089,188023955,145222355,143416540,1,0,0,0,0,0,0,,
20131210,214664521,176533224,181397027,165943591,173549641,0,1,0,0,0,0,0,,
20131211,281121012,253181565,152083973,149019647,158376990,0,0,1,0,0,0,0,,
20131212,316266609,152989262,152510165,236672974,148622821,0,0,0,1,0,0,0,,
20131213,172183635,198597129,144836611,139140591,116112820,0,0,0,0,1,0,0,,
20131214,146722615,116093484,94687796,85234876,85621804,0,0,0,0,0,1,0,,
20131215,134839018,127532403,179080325,97522283,98492364,0,0,0,0,0,0,1,,
20131216,119396143,214664521,207768089,188023955,145222355,1,0,0,0,0,0,0,,
20131217,188230089,281121012,176533224,181397027,165943591,0,1,0,0,0,0,0,,
20131218,212780998,316266609,253181565,152083973,149019647,0,0,1,0,0,0,0,,
20131219,190985922,172183635,152989262,152510165,236672974,0,0,0,1,0,0,0,,
20131220,144026114,146722615,198597129,144836611,139140591,0,0,0,0,1,0,0,,
20131221,131176893,134839018,116093484,94687796,85234876,0,0,0,0,0,1,0,,
20131222,91445173,119396143,127532403,179080325,97522283,0,0,0,0,0,0,1,,
20131223,140558599,188230089,214664521,207768089,188023955,1,0,0,0,0,0,0,,
20131224,190330016,212780998,281121012,176533224,181397027,0,1,0,0,0,0,0,,
20131225,182690432,190985922,316266609,253181565,152083973,0,0,1,0,0,0,0,,
20131226,153343940,144026114,172183635,152989262,152510165,0,0,0,1,0,0,0,,
20131227,187935531,131176893,146722615,198597129,144836611,0,0,0,0,1,0,0,,
20131228,173898861,91445173,134839018,116093484,94687796,0,0,0,0,0,1,0,,
20131229,199852196,140558599,119396143,127532403,179080325,0,0,0,0,0,0,1,,
20131230,173772752,190330016,188230089,214664521,207768089,1,0,0,0,0,0,0,,
20131231,286491118,182690432,212780998,281121012,176533224,0,1,0,0,0,0,0,,
20140101,326974771,153343940,190985922,316266609,253181565,0,0,1,0,0,0,0,,
20140102,335862570,187935531,144026114,172183635,152989262,0,0,0,1,0,0,0,,
20140103,301179400,173898861,131176893,146722615,198597129,0,0,0,0,1,0,0,,
20140104,291336871,199852196,91445173,134839018,116093484,0,0,0,0,0,1,0,,
20140105,155828144,173772752,140558599,119396143,127532403,0,0,0,0,0,0,1,,
20140106,321343539,286491118,190330016,188230089,214664521,1,0,0,0,0,0,0,,
20140107,371683914,326974771,182690432,212780998,281121012,0,1,0,0,0,0,0,,
20140108,339901798,335862570,153343940,190985922,316266609,0,0,1,0,0,0,0,,
20140109,271765172,301179400,187935531,144026114,172183635,0,0,0,1,0,0,0,,
20140110,345036273,291336871,173898861,131176893,146722615,0,0,0,0,1,0,0,,
20140111,296993855,155828144,199852196,91445173,134839018,0,0,0,0,0,1,0,,
20140112,178289447,321343539,173772752,140558599,119396143,0,0,0,0,0,0,1,,
20140113,192128885,371683914,286491118,190330016,188230089,1,0,0,0,0,0,0,,
20140114,292143045,339901798,326974771,182690432,212780998,0,1,0,0,0,0,0,,
20140115,337203610,271765172,335862570,153343940,190985922,0,0,1,0,0,0,0,,
20140116,233318844,345036273,301179400,187935531,144026114,0,0,0,1,0,0,0,,
20140117,490563564,296993855,291336871,173898861,131176893,0,0,0,0,1,0,0,,
20140118,262046075,178289447,155828144,199852196,91445173,0,0,0,0,0,1,0,,
20140119,184240864,192128885,321343539,173772752,140558599,0,0,0,0,0,0,1,,
20140120,301523785,292143045,371683914,286491118,190330016,1,0,0,0,0,0,0,,
20140121,312028349,337203610,339901798,326974771,182690432,0,1,0,0,0,0,0,,
20140122,337095722,233318844,271765172,335862570,153343940,0,0,1,0,0,0,0,,
20140123,462593233,490563564,345036273,301179400,187935531,0,0,0,1,0,0,0,,
20140124,294368520,262046075,296993855,291336871,173898861,0,0,0,0,1,0,0,,
20140125,450511317,184240864,178289447,155828144,199852196,0,0,0,0,0,1,0,,
20140126,349192126,301523785,192128885,321343539,173772752,0,0,0,0,0,0,1,,
20140127,446945594,312028349,292143045,371683914,286491118,1,0,0,0,0,0,0,,
20140128,715461017,337095722,337203610,339901798,326974771,0,1,0,0,0,0,0,,
20140129,870587680,462593233,233318844,271765172,335862570,0,0,1,0,0,0,0,,
20140130,1183825013,294368520,490563564,345036273,301179400,0,0,0,1,0,0,0,,
20140131,242566772,450511317,262046075,296993855,291336871,0,0,0,0,1,0,0,,
20140201,90124260,349192126,184240864,178289447,155828144,0,0,0,0,0,1,0,,
20140202,101183694,446945594,301523785,192128885,321343539,0,0,0,0,0,0,1,,
20140203,86649833,715461017,312028349,292143045,371683914,1,0,0,0,0,0,0,,
20140204,85303404,870587680,337095722,337203610,339901798,0,1,0,0,0,0,0,,
20140205,92866528,1183825013,462593233,233318844,271765172,0,0,1,0,0,0,0,,
20140206,162119647,242566772,294368520,490563564,345036273,0,0,0,1,0,0,0,,
20140207,225661839,90124260,450511317,262046075,296993855,0,0,0,0,1,0,0,,
20140208,621409043,101183694,349192126,184240864,178289447,0,0,0,0,0,1,0,,
20140209,315242286,86649833,446945594,301523785,192128885,0,0,0,0,0,0,1,,
20140210,336607101,85303404,715461017,312028349,292143045,1,0,0,0,0,0,0,,
20140211,632298767,92866528,870587680,337095722,337203610,0,1,0,0,0,0,0,,
20140212,670470102,162119647,1183825013,462593233,233318844,0,0,1,0,0,0,0,,
20140213,551106906,225661839,242566772,294368520,490563564,0,0,0,1,0,0,0,,
20140214,461212821,621409043,90124260,450511317,262046075,0,0,0,0,1,0,0,,
20140215,522331058,315242286,101183694,349192126,184240864,0,0,0,0,0,1,0,,
20140216,305214647,336607101,86649833,446945594,301523785,0,0,0,0,0,0,1,,
20140217,361250311,632298767,85303404,715461017,312028349,1,0,0,0,0,0,0,,
20140218,675485671,670470102,92866528,870587680,337095722,0,1,0,0,0,0,0,,
20140219,422741202,551106906,162119647,1183825013,462593233,0,0,1,0,0,0,0,,
20140220,642931201,461212821,225661839,242566772,294368520,0,0,0,1,0,0,0,,
20140221,527167832,522331058,621409043,90124260,450511317,0,0,0,0,1,0,0,,
20140222,394746918,305214647,315242286,101183694,349192126,0,0,0,0,0,1,0,,
20140223,235659822,361250311,336607101,86649833,446945594,0,0,0,0,0,0,1,,
20140224,308396249,675485671,632298767,85303404,715461017,1,0,0,0,0,0,0,,
20140225,595170010,422741202,670470102,92866528,870587680,0,1,0,0,0,0,0,,
20140226,713994252,642931201,551106906,162119647,1183825013,0,0,1,0,0,0,0,,
20140227,486006154,527167832,461212821,225661839,242566772,0,0,0,1,0,0,0,,
20140228,537812517,394746918,522331058,621409043,90124260,0,0,0,0,1,0,0,,
20140301,420504763,235659822,305214647,315242286,101183694,0,0,0,0,0,1,0,,
20140302,215356482,308396249,361250311,336607101,86649833,0,0,0,0,0,0,1,,
20140303,275779265,595170010,675485671,632298767,85303404,1,0,0,0,0,0,0,,
20140304,523895828,713994252,422741202,670470102,92866528,0,1,0,0,0,0,0,,
20140305,521644375,486006154,642931201,551106906,162119647,0,0,1,0,0,0,0,,
20140306,497668868,537812517,527167832,461212821,225661839,0,0,0,1,0,0,0,,
20140307,495755683,420504763,394746918,522331058,621409043,0,0,0,0,1,0,0,,
20140308,492623841,215356482,235659822,305214647,315242286,0,0,0,0,0,1,0,,
20140309,215355021,275779265,308396249,361250311,336607101,0,0,0,0,0,0,1,,
20140310,296559440,523895828,595170010,675485671,632298767,1,0,0,0,0,0,0,,
20140311,533357693,521644375,713994252,422741202,670470102,0,1,0,0,0,0,0,,
20140312,488913889,497668868,486006154,642931201,551106906,0,0,1,0,0,0,0,,
20140313,317050657,495755683,537812517,527167832,461212821,0,0,0,1,0,0,0,,
20140314,438410772,492623841,420504763,394746918,522331058,0,0,0,0,1,0,0,,
20140315,319556555,215355021,215356482,235659822,305214647,0,0,0,0,0,1,0,,
20140316,201137958,296559440,275779265,308396249,361250311,0,0,0,0,0,0,1,,
20140317,219592025,533357693,523895828,595170010,675485671,1,0,0,0,0,0,0,,
20140318,411958428,488913889,521644375,713994252,422741202,0,1,0,0,0,0,0,,
20140319,302616910,317050657,497668868,486006154,642931201,0,0,1,0,0,0,0,,
20140320,295342178,438410772,495755683,537812517,527167832,0,0,0,1,0,0,0,,
20140321,302584612,319556555,492623841,420504763,394746918,0,0,0,0,1,0,0,,
20140322,274386390,201137958,215355021,215356482,235659822,0,0,0,0,0,1,0,,
20140323,145506447,219592025,296559440,275779265,308396249,0,0,0,0,0,0,1,,
20140324,167604758,411958428,533357693,523895828,595170010,1,0,0,0,0,0,0,,
20140325,330726069,302616910,488913889,521644375,713994252,0,1,0,0,0,0,0,,
20140326,337425152,295342178,317050657,497668868,486006154,0,0,1,0,0,0,0,,
20140327,426653122,302584612,438410772,495755683,537812517,0,0,0,1,0,0,0,,
20140328,266160879,274386390,319556555,492623841,420504763,0,0,0,0,1,0,0,,
20140329,223771699,145506447,201137958,215355021,215356482,0,0,0,0,0,1,0,,
20140330,194925803,167604758,219592025,296559440,275779265,0,0,0,0,0,0,1,,
20140331,161565264,330726069,411958428,533357693,523895828,1,0,0,0,0,0,0,,
20140401,377931423,337425152,302616910,488913889,521644375,0,1,0,0,0,0,0,0.0333333333,1
20140402,424784984,426653122,295342178,317050657,497668868,0,0,1,0,0,0,0,0.0666666667,1
20140403,418550858,266160879,302584612,438410772,495755683,0,0,0,1,0,0,0,0.1,1
20140404,301858010,223771699,274386390,319556555,492623841,0,0,0,0,1,0,0,0.1333333333,1
20140405,235574221,194925803,145506447,201137958,215355021,0,0,0,0,0,1,0,0.1666666667,0
20140406,171320519,161565264,167604758,219592025,296559440,0,0,0,0,0,0,1,0.2,0
20140407,132973045,377931423,330726069,411958428,533357693,1,0,0,0,0,0,0,0.2333333333,0
20140408,237413785,424784984,337425152,302616910,488913889,0,1,0,0,0,0,0,0.2666666667,1
20140409,360613734,418550858,426653122,295342178,317050657,0,0,1,0,0,0,0,0.3,1
20140410,465391689,301858010,266160879,302584612,438410772,0,0,0,1,0,0,0,0.3333333333,1
20140411,325897532,235574221,223771699,274386390,319556555,0,0,0,0,1,0,0,0.3666666667,1
20140412,275556141,171320519,194925803,145506447,201137958,0,0,0,0,0,1,0,0.4,0
20140413,198643801,132973045,161565264,167604758,219592025,0,0,0,0,0,0,1,0.4333333333,0
20140414,202424482,237413785,377931423,330726069,411958428,1,0,0,0,0,0,0,0.4666666667,1
20140415,359340606,360613734,424784984,337425152,302616910,0,1,0,0,0,0,0,0.5,1
20140416,337278983,465391689,418550858,426653122,295342178,0,0,1,0,0,0,0,0.5333333333,1
20140417,344518277,325897532,301858010,266160879,302584612,0,0,0,1,0,0,0,0.5666666667,1
20140418,268273324,275556141,235574221,223771699,274386390,0,0,0,0,1,0,0,0.6,1
20140419,297030419,198643801,171320519,194925803,145506447,0,0,0,0,0,1,0,0.6333333333,0
20140420,131860659,202424482,132973045,161565264,167604758,0,0,0,0,0,0,1,0.6666666667,0
20140421,161634908,359340606,237413785,377931423,330726069,1,0,0,0,0,0,0,0.7,1
20140422,381369739,337278983,360613734,424784984,337425152,0,1,0,0,0,0,0,0.7333333333,1
20140423,268322472,344518277,465391689,418550858,426653122,0,0,1,0,0,0,0,0.7666666667,1
20140424,262963640,268273324,325897532,301858010,266160879,0,0,0,1,0,0,0,0.8,1
20140425,203798291,297030419,275556141,235574221,223771699,0,0,0,0,1,0,0,0.8333333333,1
20140426,320373050,131860659,198643801,171320519,194925803,0,0,0,0,0,1,0,0.8666666667,0
20140427,184640194,161634908,202424482,132973045,161565264,0,0,0,0,0,0,1,0.9,0
20140428,167611543,381369739,359340606,237413785,377931423,1,0,0,0,0,0,0,0.9333333333,1
20140429,285236269,268322472,337278983,360613734,424784984,0,1,0,0,0,0,0,0.9666666667,1
20140430,303772841,262963640,344518277,465391689,418550858,0,0,1,0,0,0,0,1,1
20140501,232262878,203798291,268273324,325897532,301858010,0,0,0,1,0,0,0,0.0322580645,0
20140502,197451051,320373050,297030419,275556141,235574221,0,0,0,0,1,0,0,0.064516129,0
20140503,129869154,184640194,131860659,198643801,171320519,0,0,0,0,0,1,0,0.0967741935,0
20140504,229609301,167611543,161634908,202424482,132973045,0,0,0,0,0,0,1,0.1290322581,1
20140505,297192156,285236269,381369739,359340606,237413785,1,0,0,0,0,0,0,0.1612903226,1
20140506,425987710,303772841,268322472,337278983,360613734,0,1,0,0,0,0,0,0.1935483871,1
20140507,323536443,232262878,262963640,344518277,465391689,0,0,1,0,0,0,0,0.2258064516,1
20140508,406395515,197451051,203798291,268273324,325897532,0,0,0,1,0,0,0,0.2580645161,1
20140509,353562072,129869154,320373050,297030419,275556141,0,0,0,0,1,0,0,0.2903225806,1
20140510,265472393,229609301,184640194,131860659,198643801,0,0,0,0,0,1,0,0.3225806452,0
20140511,227672886,297192156,167611543,161634908,202424482,0,0,0,0,0,0,1,0.3548387097,0
20140512,208480221,425987710,285236269,381369739,359340606,1,0,0,0,0,0,0,0.3870967742,1
20140513,285228437,323536443,303772841,268322472,337278983,0,1,0,0,0,0,0,0.4193548387,1
20140514,362372059,406395515,232262878,262963640,344518277,0,0,1,0,0,0,0,0.4516129032,1
20140515,290208996,353562072,197451051,203798291,268273324,0,0,0,1,0,0,0,0.4838709677,1
20140516,303286621,265472393,129869154,320373050,297030419,0,0,0,0,1,0,0,0.5161290323,1
20140517,254644568,227672886,229609301,184640194,131860659,0,0,0,0,0,1,0,0.5483870968,0
20140518,116291491,208480221,297192156,167611543,161634908,0,0,0,0,0,0,1,0.5806451613,0
20140519,161097108,285228437,425987710,285236269,381369739,1,0,0,0,0,0,0,0.6129032258,1
20140520,347718384,362372059,323536443,303772841,268322472,0,1,0,0,0,0,0,0.6451612903,1
20140521,286615315,290208996,406395515,232262878,262963640,0,0,1,0,0,0,0,0.6774193548,1
20140522,241015636,303286621,353562072,197451051,203798291,0,0,0,1,0,0,0,0.7096774194,1
20140523,273390048,254644568,265472393,129869154,320373050,0,0,0,0,1,0,0,0.7419354839,1
20140524,200156003,116291491,227672886,229609301,184640194,0,0,0,0,0,1,0,0.7741935484,0
20140525,141641047,161097108,208480221,297192156,167611543,0,0,0,0,0,0,1,0.8064516129,0
20140526,169866612,347718384,285228437,425987710,285236269,1,0,0,0,0,0,0,0.8387096774,1
20140527,266803815,286615315,362372059,323536443,303772841,0,1,0,0,0,0,0,0.8709677419,1
20140528,249676185,241015636,290208996,406395515,232262878,0,0,1,0,0,0,0,0.9032258065,1
20140529,268930576,273390048,303286621,353562072,197451051,0,0,0,1,0,0,0,0.935483871,1
20140530,339227554,200156003,254644568,265472393,129869154,0,0,0,0,1,0,0,0.9677419355,1
20140531,248860973,141641047,116291491,227672886,229609301,0,0,0,0,0,1,0,1,0
20140601,128370165,169866612,161097108,208480221,297192156,0,0,0,0,0,0,1,0.0333333333,0
20140602,143942297,266803815,347718384,285228437,425987710,1,0,0,0,0,0,0,0.0666666667,0
20140603,176770324,249676185,286615315,362372059,323536443,0,1,0,0,0,0,0,0.1,1
20140604,285424724,268930576,241015636,290208996,406395515,0,0,1,0,0,0,0,0.1333333333,1
20140605,275697613,339227554,273390048,303286621,353562072,0,0,0,1,0,0,0,0.1666666667,1
