report_date,yesterday_purchase,week1_purchase,week2_purchase,week3_purchase,week4_purchase,MON,TUE,WED,THU,FRI,SAT,SUN,dayofmonth_percent,shouldwork
2014-07-11,277110154.0,221546458.0,186455771.0,226974141.0,256177180.0,0,0,0,0,1,0,0,0.3548387097,1.0
2014-07-12,233743113.0,162447667.0,181197896.0,186364721.0,148539864.0,0,0,0,0,0,1,0,0.3870967742,0.0
2014-07-13,149584303.0,163090528.0,171945311.0,143403001.0,201999390.0,0,0,0,0,0,0,1,0.4193548387,0.0
2014-07-14,142610813.0,330300280.0,331665096.0,304220528.0,336917078.0,1,0,0,0,0,0,0,0.4516129032,1.0
2014-07-15,246080213.0,237821679.0,379361211.0,298405851.0,324524255.0,0,1,0,0,0,0,0,0.4838709677,1.0
2014-07-16,299355385.0,254180106.0,301263008.0,271335080.0,266480068.0,0,0,1,0,0,0,0,0.5161290323,1.0
2014-07-17,277080654.0,277110154.0,205360896.0,223576983.0,282577514.0,0,0,0,1,0,0,0,0.5483870968,1.0
2014-07-18,254493213.0,233743113.0,221546458.0,186455771.0,226974141.0,0,0,0,0,1,0,0,0.5806451613,1.0
2014-07-19,191967546.0,149584303.0,162447667.0,181197896.0,186364721.0,0,0,0,0,0,1,0,0.6129032258,0.0
2014-07-20,153934641.0,142610813.0,163090528.0,171945311.0,143403001.0,0,0,0,0,0,0,1,0.6451612903,0.0
2014-07-21,174324225.0,246080213.0,330300280.0,331665096.0,304220528.0,1,0,0,0,0,0,0,0.6774193548,1.0
2014-07-22,241509367.0,299355385.0,237821679.0,379361211.0,298405851.0,0,1,0,0,0,0,0,0.7096774194,1.0
2014-07-23,222479621.0,277080654.0,254180106.0,301263008.0,271335080.0,0,0,1,0,0,0,0,0.7419354839,1.0
2014-07-24,281820273.0,254493213.0,277110154.0,205360896.0,223576983.0,0,0,0,1,0,0,0,0.7741935484,1.0
2014-07-25,257332381.0,191967546.0,233743113.0,221546458.0,186455771.0,0,0,0,0,1,0,0,0.8064516129,1.0
2014-07-26,203397102.0,153934641.0,149584303.0,162447667.0,181197896.0,0,0,0,0,0,1,0,0.8387096774,0.0
2014-07-27,198457820.0,174324225.0,142610813.0,163090528.0,171945311.0,0,0,0,0,0,0,1,0.8709677419,0.0
2014-07-28,162389176.0,241509367.0,246080213.0,330300280.0,331665096.0,1,0,0,0,0,0,0,0.9032258065,1.0
2014-07-29,253136439.0,222479621.0,299355385.0,237821679.0,379361211.0,0,1,0,0,0,0,0,0.935483871,1.0
2014-07-30,325692942.0,281820273.0,277080654.0,254180106.0,301263008.0,0,0,1,0,0,0,0,0.9677419355,1.0
2014-07-31,239088792.0,257332381.0,254493213.0,277110154.0,205360896.0,0,0,0,1,0,0,0,1.0,1.0
