report_date,yesterday_purchase,week1_purchase,week2_purchase,week3_purchase,week4_purchase,MON,TUE,WED,THU,FRI,SAT,SUN,dayofmonth_percent,shouldwork,yesterday_redeem
2014-06-11,389636668.0,275697613.0,268930576.0,241015636.0,290208996.0,0,0,1,0,0,0,0,0.36666666670000003,1.0,282137606.0
2014-06-12,311384505.0,309000179.0,339227554.0,273390048.0,303286621.0,0,0,0,1,0,0,0,0.4,1.0,277431859.0
2014-06-13,267188252.0,255880246.0,248860973.0,200156003.0,254644568.0,0,0,0,0,1,0,0,0.43333333329999996,1.0,256164551.0
2014-06-14,256177180.0,155141863.0,128370165.0,141641047.0,116291491.0,0,0,0,0,0,1,0,0.4666666667,0.0,284281673.0
2014-06-15,148539864.0,181144835.0,143942297.0,169866612.0,161097108.0,0,0,0,0,0,0,1,0.5,0.0,289810759.0
2014-06-16,201999390.0,442360742.0,176770324.0,266803815.0,347718384.0,1,0,0,0,0,0,0,0.5333333333,1.0,217992393.0
2014-06-17,336917078.0,389636668.0,285424724.0,249676185.0,286615315.0,0,1,0,0,0,0,0,0.5666666667,1.0,383963086.0
2014-06-18,324524255.0,311384505.0,275697613.0,268930576.0,241015636.0,0,0,1,0,0,0,0,0.6,1.0,331341050.0
2014-06-19,266480068.0,267188252.0,309000179.0,339227554.0,273390048.0,0,0,0,1,0,0,0,0.6333333333,1.0,358972950.0
2014-06-20,282577514.0,256177180.0,255880246.0,248860973.0,200156003.0,0,0,0,0,1,0,0,0.6666666667,1.0,322086055.0
2014-06-21,226974141.0,148539864.0,155141863.0,128370165.0,141641047.0,0,0,0,0,0,1,0,0.7,0.0,333222993.0
2014-06-22,186364721.0,201999390.0,181144835.0,143942297.0,169866612.0,0,0,0,0,0,0,1,0.7333333333,0.0,169065467.0
2014-06-23,143403001.0,336917078.0,442360742.0,176770324.0,266803815.0,1,0,0,0,0,0,0,0.7666666667,1.0,232029485.0
2014-06-24,304220528.0,324524255.0,389636668.0,285424724.0,249676185.0,0,1,0,0,0,0,0,0.8,1.0,444554691.0
2014-06-25,298405851.0,266480068.0,311384505.0,275697613.0,268930576.0,0,0,1,0,0,0,0,0.8333333333,1.0,342707532.0
2014-06-26,271335080.0,282577514.0,267188252.0,309000179.0,339227554.0,0,0,0,1,0,0,0,0.8666666667,1.0,319358448.0
2014-06-27,223576983.0,226974141.0,256177180.0,255880246.0,248860973.0,0,0,0,0,1,0,0,0.9,1.0,498151313.0
2014-06-28,186455771.0,186364721.0,148539864.0,155141863.0,128370165.0,0,0,0,0,0,1,0,0.9333333333,0.0,307276813.0
2014-06-29,181197896.0,143403001.0,201999390.0,181144835.0,143942297.0,0,0,0,0,0,0,1,0.9666666667,0.0,199382031.0
2014-06-30,171945311.0,304220528.0,336917078.0,442360742.0,176770324.0,1,0,0,0,0,0,0,1.0,1.0,238934317.0
2014-07-01,331665096.0,298405851.0,324524255.0,389636668.0,285424724.0,0,1,0,0,0,0,0,0.0322580645,1.0,425796747.0
2014-07-02,379361211.0,271335080.0,266480068.0,311384505.0,275697613.0,0,0,1,0,0,0,0,0.064516129,1.0,358485374.0
2014-07-03,301263008.0,223576983.0,282577514.0,267188252.0,309000179.0,0,0,0,1,0,0,0,0.0967741935,1.0,364268994.0
2014-07-04,205360896.0,186455771.0,226974141.0,256177180.0,255880246.0,0,0,0,0,1,0,0,0.12903225810000002,1.0,257959811.0
2014-07-05,221546458.0,181197896.0,186364721.0,148539864.0,155141863.0,0,0,0,0,0,1,0,0.1612903226,0.0,253548445.0
2014-07-06,162447667.0,171945311.0,143403001.0,201999390.0,181144835.0,0,0,0,0,0,0,1,0.1935483871,0.0,168602028.0
2014-07-07,163090528.0,331665096.0,304220528.0,336917078.0,442360742.0,1,0,0,0,0,0,0,0.2258064516,1.0,250453540.0
2014-07-08,330300280.0,379361211.0,298405851.0,324524255.0,389636668.0,0,1,0,0,0,0,0,0.2580645161,1.0,332660498.0
2014-07-09,237821679.0,301263008.0,271335080.0,266480068.0,311384505.0,0,0,1,0,0,0,0,0.2903225806,1.0,363952447.0
2014-07-10,254180106.0,205360896.0,223576983.0,282577514.0,267188252.0,0,0,0,1,0,0,0,0.3225806452,1.0,308883169.0
2014-07-11,277110154.0,221546458.0,186455771.0,226974141.0,256177180.0,0,0,0,0,1,0,0,0.3548387097,1.0,322207184.0
2014-07-12,233743113.0,162447667.0,181197896.0,186364721.0,148539864.0,0,0,0,0,0,1,0,0.3870967742,0.0,266630674.0
2014-07-13,149584303.0,163090528.0,171945311.0,143403001.0,201999390.0,0,0,0,0,0,0,1,0.41935483869999995,0.0,173485119.0
2014-07-14,142610813.0,330300280.0,331665096.0,304220528.0,336917078.0,1,0,0,0,0,0,0,0.4516129032,1.0,218339981.0
2014-07-15,246080213.0,237821679.0,379361211.0,298405851.0,324524255.0,0,1,0,0,0,0,0,0.48387096770000004,1.0,272164963.0
2014-07-16,299355385.0,254180106.0,301263008.0,271335080.0,266480068.0,0,0,1,0,0,0,0,0.5161290323,1.0,369452520.0
2014-07-17,277080654.0,277110154.0,205360896.0,223576983.0,282577514.0,0,0,0,1,0,0,0,0.5483870968,1.0,278415089.0
2014-07-18,254493213.0,233743113.0,221546458.0,186455771.0,226974141.0,0,0,0,0,1,0,0,0.5806451613,1.0,204597291.0
2014-07-19,191967546.0,149584303.0,162447667.0,181197896.0,186364721.0,0,0,0,0,0,1,0,0.6129032258,0.0,162854740.0
2014-07-20,153934641.0,142610813.0,163090528.0,171945311.0,143403001.0,0,0,0,0,0,0,1,0.6451612903,0.0,122809272.0
2014-07-21,174324225.0,246080213.0,330300280.0,331665096.0,304220528.0,1,0,0,0,0,0,0,0.6774193548,1.0,157986108.0
2014-07-22,241509367.0,299355385.0,237821679.0,379361211.0,298405851.0,0,1,0,0,0,0,0,0.7096774194,1.0,325273684.0
2014-07-23,222479621.0,277080654.0,254180106.0,301263008.0,271335080.0,0,0,1,0,0,0,0,0.7419354839,1.0,307691465.0
2014-07-24,281820273.0,254493213.0,277110154.0,205360896.0,223576983.0,0,0,0,1,0,0,0,0.7741935484,1.0,289004852.0
2014-07-25,257332381.0,191967546.0,233743113.0,221546458.0,186455771.0,0,0,0,0,1,0,0,0.8064516129000001,1.0,284291000.0
2014-07-26,203397102.0,153934641.0,149584303.0,162447667.0,181197896.0,0,0,0,0,0,1,0,0.8387096773999999,0.0,233005216.0
2014-07-27,198457820.0,174324225.0,142610813.0,163090528.0,171945311.0,0,0,0,0,0,0,1,0.8709677418999999,0.0,152163398.0
2014-07-28,162389176.0,241509367.0,246080213.0,330300280.0,331665096.0,1,0,0,0,0,0,0,0.9032258065000001,1.0,281734449.0
2014-07-29,253136439.0,222479621.0,299355385.0,237821679.0,379361211.0,0,1,0,0,0,0,0,0.935483871,1.0,393656353.0
2014-07-30,325692942.0,281820273.0,277080654.0,254180106.0,301263008.0,0,0,1,0,0,0,0,0.9677419355,1.0,185509598.0
2014-07-31,239088792.0,257332381.0,254493213.0,277110154.0,205360896.0,0,0,0,1,0,0,0,1.0,1.0,278053927.0
2014-08-01,228056623.0,203397102.0,191967546.0,233743113.0,221546458.0,0,0,0,0,1,0,0,0.0322580645,1.0,269628521.0
2014-08-02,378242546.0,198457820.0,153934641.0,149584303.0,162447667.0,0,0,0,0,0,1,0,0.064516129,0.0,282593743.0
2014-08-03,152120792.0,162389176.0,174324225.0,142610813.0,163090528.0,0,0,0,0,0,0,1,0.0967741935,0.0,162090956.0
2014-08-04,154077981.0,253136439.0,241509367.0,246080213.0,330300280.0,1,0,0,0,0,0,0,0.12903225810000002,1.0,121165959.0
2014-08-05,254890053.0,325692942.0,222479621.0,299355385.0,237821679.0,0,1,0,0,0,0,0,0.1612903226,1.0,248676024.0
2014-08-06,311680953.0,239088792.0,281820273.0,277080654.0,254180106.0,0,0,1,0,0,0,0,0.1935483871,1.0,278473251.0
2014-08-07,269143684.0,228056623.0,257332381.0,254493213.0,277110154.0,0,0,0,1,0,0,0,0.2258064516,1.0,247713799.0
2014-08-08,256485155.0,378242546.0,203397102.0,191967546.0,233743113.0,0,0,0,0,1,0,0,0.2580645161,1.0,283816788.0
2014-08-09,228097887.0,152120792.0,198457820.0,153934641.0,149584303.0,0,0,0,0,0,1,0,0.2903225806,0.0,204391027.0
2014-08-10,146751994.0,154077981.0,162389176.0,174324225.0,142610813.0,0,0,0,0,0,0,1,0.3225806452,0.0,143619719.0
2014-08-11,164174384.0,254890053.0,253136439.0,241509367.0,246080213.0,1,0,0,0,0,0,0,0.3548387097,1.0,223625820.0
2014-08-12,284695009.0,311680953.0,325692942.0,222479621.0,299355385.0,0,1,0,0,0,0,0,0.3870967742,1.0,385895199.0
2014-08-13,260705801.0,269143684.0,239088792.0,281820273.0,277080654.0,0,0,1,0,0,0,0,0.41935483869999995,1.0,254258310.0
2014-08-14,262139305.0,256485155.0,228056623.0,257332381.0,254493213.0,0,0,0,1,0,0,0,0.4516129032,1.0,308734578.0
2014-08-15,248894735.0,228097887.0,378242546.0,203397102.0,191967546.0,0,0,0,0,1,0,0,0.48387096770000004,1.0,252702796.0
2014-08-16,268968079.0,146751994.0,152120792.0,198457820.0,153934641.0,0,0,0,0,0,1,0,0.5161290323,0.0,221094668.0
2014-08-17,158553438.0,164174384.0,154077981.0,162389176.0,174324225.0,0,0,0,0,0,0,1,0.5483870968,0.0,158797400.0
2014-08-18,161198309.0,284695009.0,254890053.0,253136439.0,241509367.0,1,0,0,0,0,0,0,0.5806451613,1.0,194379633.0
2014-08-19,280533543.0,260705801.0,311680953.0,325692942.0,222479621.0,0,1,0,0,0,0,0,0.6129032258,1.0,385940924.0
2014-08-20,236052637.0,262139305.0,269143684.0,239088792.0,281820273.0,0,0,1,0,0,0,0,0.6451612903,1.0,247704409.0
2014-08-21,209205785.0,248894735.0,256485155.0,228056623.0,257332381.0,0,0,0,1,0,0,0,0.6774193548,1.0,244720592.0
2014-08-22,234392568.0,268968079.0,228097887.0,378242546.0,203397102.0,0,0,0,0,1,0,0,0.7096774194,1.0,185570807.0
2014-08-23,182566127.0,158553438.0,146751994.0,152120792.0,198457820.0,0,0,0,0,0,1,0,0.7419354839,0.0,232911054.0
2014-08-24,154613502.0,161198309.0,164174384.0,154077981.0,162389176.0,0,0,0,0,0,0,1,0.7741935484,0.0,196780196.0
2014-08-25,134164401.0,280533543.0,284695009.0,254890053.0,253136439.0,1,0,0,0,0,0,0,0.8064516129000001,1.0,209908787.0
2014-08-26,283116043.0,236052637.0,260705801.0,311680953.0,325692942.0,0,1,0,0,0,0,0,0.8387096773999999,1.0,264492485.0
2014-08-27,241046273.0,209205785.0,262139305.0,269143684.0,239088792.0,0,0,1,0,0,0,0,0.8709677418999999,1.0,271225580.0
2014-08-28,227515169.0,234392568.0,248894735.0,256485155.0,228056623.0,0,0,0,1,0,0,0,0.9032258065000001,1.0,345649378.0
2014-08-29,240376956.0,182566127.0,268968079.0,228097887.0,378242546.0,0,0,0,0,1,0,0,0.935483871,1.0,327274182.0
2014-08-30,214114844.0,154613502.0,158553438.0,146751994.0,152120792.0,0,0,0,0,0,1,0,0.9677419355,0.0,359195182.0
2014-08-31,183547267.0,134164401.0,161198309.0,164174384.0,154077981.0,0,0,0,0,0,0,1,1.0,0.0,201759798.0
