report_date,yesterday_purchase,week1_purchase,week2_purchase,week3_purchase,week4_purchase,MON,TUE,WED,THU,FRI,SAT,SUN,dayofmonth_percent,shouldwork,yesterday_redeem
20130728,17194451,21142394,22615303,8962232,,0,0,0,0,0,0,1,,,15058893
20130729,36255382,40448896,48128555,57258266,32488348,1,0,0,0,0,0,0,,,7683211
20130730,53512076,58136147,50622847,26798941,29037390,0,1,0,0,0,0,0,,,18599364
20130731,47481243,48422518,29015682,30696506,27270770,0,0,1,0,0,0,0,,,13048582
20130801,54569637,57433418,24234505,44075197,18321185,0,0,0,1,0,0,0,,,9534040
20130802,53369962,44721817,33680124,34183904,11648749,0,0,0,0,1,0,0,,,18864468
20130803,38064536,17194451,20439079,15164717,36751272,0,0,0,0,0,1,0,,,40150769
20130804,21595789,36255382,21142394,22615303,8962232,0,0,0,0,0,0,1,,,20701797
20130805,45745254,53512076,40448896,48128555,57258266,1,0,0,0,0,0,0,,,8263965
20130806,43632203,47481243,58136147,50622847,26798941,0,1,0,0,0,0,0,,,15797507
20130807,50866184,54569637,48422518,29015682,30696506,0,0,1,0,0,0,0,,,16401387
20130808,43908081,53369962,57433418,24234505,44075197,0,0,0,1,0,0,0,,,29708706
20130809,44493490,38064536,44721817,33680124,34183904,0,0,0,0,1,0,0,,,29551691
20130810,33425186,21595789,17194451,20439079,15164717,0,0,0,0,0,1,0,,,30131015
20130811,20615307,45745254,36255382,21142394,22615303,0,0,0,0,0,0,1,,,26614408
20130812,55519543,43632203,53512076,40448896,48128555,1,0,0,0,0,0,0,,,15372680
20130813,94520502,50866184,47481243,58136147,50622847,0,1,0,0,0,0,0,,,28586669
20130814,48720919,43908081,54569637,48422518,29015682,0,0,1,0,0,0,0,,,28790328
20130815,30541167,44493490,53369962,57433418,24234505,0,0,0,1,0,0,0,,,15031683
20130816,42421222,33425186,38064536,44721817,33680124,0,0,0,0,1,0,0,,,52659327
20130817,41683536,20615307,21595789,17194451,20439079,0,0,0,0,0,1,0,,,33739844
20130818,17670519,55519543,45745254,36255382,21142394,0,0,0,0,0,0,1,,,4674983
20130819,59703092,94520502,43632203,53512076,40448896,1,0,0,0,0,0,0,,,15218300
20130820,109184209,48720919,50866184,47481243,58136147,0,1,0,0,0,0,0,,,28339260
20130821,53675509,30541167,43908081,54569637,48422518,0,0,1,0,0,0,0,,,30131225
20130822,38184446,42421222,44493490,53369962,57433418,0,0,0,1,0,0,0,,,29983342
20130823,89130737,41683536,33425186,38064536,44721817,0,0,0,0,1,0,0,,,25000672
20130824,37878575,17670519,20615307,21595789,17194451,0,0,0,0,0,1,0,,,25680323
20130825,44367268,59703092,55519543,45745254,36255382,0,0,0,0,0,0,1,,,14316598
20130826,43306288,109184209,94520502,43632203,53512076,1,0,0,0,0,0,0,,,18117808
20130827,74496541,53675509,48720919,50866184,47481243,0,1,0,0,0,0,0,,,20637986
20130828,45268028,38184446,30541167,43908081,54569637,0,0,1,0,0,0,0,,,60137633
20130829,46602319,89130737,42421222,44493490,53369962,0,0,0,1,0,0,0,,,33696861
20130830,47518666,37878575,41683536,33425186,38064536,0,0,0,0,1,0,0,,,35944968
20130831,56488844,44367268,17670519,20615307,21595789,0,0,0,0,0,1,0,,,20630752
20130901,47655303,43306288,59703092,55519543,45745254,0,0,0,0,0,0,1,,,22012016
20130902,56239802,74496541,109184209,94520502,43632203,1,0,0,0,0,0,0,,,59339949
20130903,140844739,45268028,53675509,48720919,50866184,0,1,0,0,0,0,0,,,17785524
20130904,80507880,46602319,38184446,30541167,43908081,0,0,1,0,0,0,0,,,39328144
20130905,33366708,47518666,89130737,42421222,44493490,0,0,0,1,0,0,0,,,27452600
20130906,38716505,56488844,37878575,41683536,33425186,0,0,0,0,1,0,0,,,21800904
20130907,38923186,47655303,44367268,17670519,20615307,0,0,0,0,0,1,0,,,33417903
20130908,34076183,56239802,43306288,59703092,55519543,0,0,0,0,0,0,1,,,20344424
20130909,38796909,140844739,74496541,109184209,94520502,1,0,0,0,0,0,0,,,14919122
20130910,49312473,80507880,45268028,53675509,48720919,0,1,0,0,0,0,0,,,45621186
20130911,94684143,33366708,46602319,38184446,30541167,0,0,1,0,0,0,0,,,37128363
20130912,98944459,38716505,47518666,89130737,42421222,0,0,0,1,0,0,0,,,71674082
20130913,68573684,38923186,56488844,37878575,41683536,0,0,0,0,1,0,0,,,45147220
20130914,71655946,34076183,47655303,44367268,17670519,0,0,0,0,0,1,0,,,60512675
20130915,30975443,38796909,56239802,43306288,59703092,0,0,0,0,0,0,1,,,36312660
20130916,37059683,49312473,140844739,74496541,109184209,1,0,0,0,0,0,0,,,25020715
20130917,161656210,94684143,80507880,45268028,53675509,0,1,0,0,0,0,0,,,45184589
20130918,76204815,98944459,33366708,46602319,38184446,0,0,1,0,0,0,0,,,58260798
20130919,42926608,68573684,38716505,47518666,89130737,0,0,0,1,0,0,0,,,47203221
20130920,24778048,71655946,38923186,56488844,37878575,0,0,0,0,1,0,0,,,11418512
20130921,28365762,30975443,34076183,47655303,44367268,0,0,0,0,0,1,0,,,15188254
20130922,32406340,37059683,38796909,56239802,43306288,0,0,0,0,0,0,1,,,26596179
20130923,67514169,161656210,49312473,140844739,74496541,1,0,0,0,0,0,0,,,47962055
20130924,54658160,76204815,94684143,80507880,45268028,0,1,0,0,0,0,0,,,58285879
20130925,74250859,42926608,98944459,33366708,46602319,0,0,1,0,0,0,0,,,56680792
20130926,47274168,24778048,68573684,38716505,47518666,0,0,0,1,0,0,0,,,74838162
20130927,68718693,28365762,71655946,38923186,56488844,0,0,0,0,1,0,0,,,48467529
20130928,42166121,32406340,30975443,34076183,47655303,0,0,0,0,0,1,0,,,27639603
20130929,39995798,67514169,37059683,38796909,56239802,0,0,0,0,0,0,1,,,58105720
20130930,34433848,54658160,161656210,49312473,140844739,1,0,0,0,0,0,0,,,40295202
20131001,28398050,74250859,76204815,94684143,80507880,0,1,0,0,0,0,0,,,30181353
20131002,19137499,47274168,42926608,98944459,33366708,0,0,1,0,0,0,0,,,12813267
20131003,11562708,68718693,24778048,68573684,38716505,0,0,0,1,0,0,0,,,7233874
20131004,10101194,42166121,28365762,71655946,38923186,0,0,0,0,1,0,0,,,6223263
20131005,19907689,39995798,32406340,30975443,34076183,0,0,0,0,0,1,0,,,23412350
20131006,26364686,34433848,67514169,37059683,38796909,0,0,0,0,0,0,1,,,13966453
20131007,38730653,28398050,54658160,161656210,49312473,1,0,0,0,0,0,0,,,13464528
20131008,42797733,19137499,74250859,76204815,94684143,0,1,0,0,0,0,0,,,28894400
20131009,109806912,11562708,47274168,42926608,98944459,0,0,1,0,0,0,0,,,77856096
20131010,72422299,10101194,68718693,24778048,68573684,0,0,0,1,0,0,0,,,33999376
20131011,72094613,19907689,42166121,28365762,71655946,0,0,0,0,1,0,0,,,52244531
20131012,82674757,26364686,39995798,32406340,30975443,0,0,0,0,0,1,0,,,27666473
20131013,81901136,38730653,34433848,67514169,37059683,0,0,0,0,0,0,1,,,31322983
20131014,71149981,42797733,28398050,54658160,161656210,1,0,0,0,0,0,0,,,31850475
20131015,130315300,109806912,19137499,74250859,76204815,0,1,0,0,0,0,0,,,40652625
20131016,85704304,72422299,11562708,47274168,42926608,0,0,1,0,0,0,0,,,35099198
20131017,100948091,72094613,10101194,68718693,24778048,0,0,0,1,0,0,0,,,51261982
20131018,87203217,82674757,19907689,42166121,28365762,0,0,0,0,1,0,0,,,23274764
20131019,98151450,81901136,26364686,39995798,32406340,0,0,0,0,0,1,0,,,15938355
20131020,53148443,71149981,38730653,34433848,67514169,0,0,0,0,0,0,1,,,26684697
20131021,47766681,130315300,42797733,28398050,54658160,1,0,0,0,0,0,0,,,50884342
20131022,106030290,85704304,109806912,19137499,74250859,0,1,0,0,0,0,0,,,45781403
20131023,145611496,100948091,72422299,11562708,47274168,0,0,1,0,0,0,0,,,96172537
20131024,106093112,87203217,72094613,10101194,68718693,0,0,0,1,0,0,0,,,73788462
20131025,69530830,98151450,82674757,19907689,42166121,0,0,0,0,1,0,0,,,58183921
20131026,69936453,53148443,81901136,26364686,39995798,0,0,0,0,0,1,0,,,52225802
20131027,55752506,47766681,71149981,38730653,34433848,0,0,0,0,0,0,1,,,49357211
20131028,68007543,106030290,130315300,42797733,28398050,1,0,0,0,0,0,0,,,46520570
20131029,129993375,145611496,85704304,109806912,19137499,0,1,0,0,0,0,0,,,55089464
20131030,102050144,106093112,100948091,72422299,11562708,0,0,1,0,0,0,0,,,43052468
20131031,109663260,69530830,87203217,72094613,10101194,0,0,0,1,0,0,0,,,63908701
20131101,90926701,69936453,98151450,82674757,19907689,0,0,0,0,1,0,0,,,55607833
20131102,150904945,55752506,53148443,81901136,26364686,0,0,0,0,0,1,0,,,66933119
20131103,62132300,68007543,47766681,71149981,38730653,0,0,0,0,0,0,1,,,26705506
20131104,68707870,129993375,106030290,130315300,42797733,1,0,0,0,0,0,0,,,30895754
20131105,300027403,102050144,145611496,85704304,109806912,0,1,0,0,0,0,0,,,130970051
20131106,180904814,109663260,106093112,100948091,72422299,0,0,1,0,0,0,0,,,82689864
20131107,181474910,90926701,69530830,87203217,72094613,0,0,0,1,0,0,0,,,131707820
20131108,167963464,150904945,69936453,98151450,82674757,0,0,0,0,1,0,0,,,83306452
20131109,231749471,62132300,55752506,53148443,81901136,0,0,0,0,0,1,0,,,92856307
20131110,126467028,68707870,68007543,47766681,71149981,0,0,0,0,0,0,1,,,45885771
20131111,164813471,300027403,129993375,106030290,130315300,1,0,0,0,0,0,0,,,85293644
20131112,147986439,180904814,102050144,145611496,85704304,0,1,0,0,0,0,0,,,227124951
20131113,148469647,181474910,109663260,106093112,100948091,0,0,1,0,0,0,0,,,131263524
20131114,174554976,167963464,90926701,69530830,87203217,0,0,0,1,0,0,0,,,79121440
20131115,167996058,231749471,150904945,69936453,98151450,0,0,0,0,1,0,0,,,52554150
20131116,124270704,126467028,62132300,55752506,53148443,0,0,0,0,0,1,0,,,58210254
20131117,118085705,164813471,68707870,68007543,47766681,0,0,0,0,0,0,1,,,28996272
20131118,111786622,147986439,300027403,129993375,106030290,1,0,0,0,0,0,0,,,42358155
20131119,195766477,148469647,180904814,102050144,145611496,0,1,0,0,0,0,0,,,136916782
20131120,131365419,174554976,181474910,109663260,106093112,0,0,1,0,0,0,0,,,70308235
20131121,166163002,167996058,167963464,90926701,69530830,0,0,0,1,0,0,0,,,86951218
20131122,221166938,124270704,231749471,150904945,69936453,0,0,0,0,1,0,0,,,74733962
20131123,128528687,118085705,126467028,62132300,55752506,0,0,0,0,0,1,0,,,82717921
20131124,89109018,111786622,164813471,68707870,68007543,0,0,0,0,0,0,1,,,48882131
20131125,102394991,195766477,147986439,300027403,129993375,1,0,0,0,0,0,0,,,85555947
20131126,147143602,131365419,148469647,180904814,102050144,0,1,0,0,0,0,0,,,70113127
20131127,258037702,166163002,174554976,181474910,109663260,0,0,1,0,0,0,0,,,65802983
20131128,134774128,221166938,167996058,167963464,90926701,0,0,0,1,0,0,0,,,86129498
20131129,139760425,128528687,124270704,231749471,150904945,0,0,0,0,1,0,0,,,61453591
20131130,122536344,89109018,118085705,126467028,62132300,0,0,0,0,0,1,0,,,123982166
20131201,116865492,102394991,111786622,164813471,68707870,0,0,0,0,0,0,1,,,119660311
20131202,137889992,147143602,195766477,147986439,300027403,1,0,0,0,0,0,0,,,94632233
20131203,345313258,258037702,131365419,148469647,180904814,0,1,0,0,0,0,0,,,128465086
20131204,268666856,134774128,166163002,174554976,181474910,0,0,1,0,0,0,0,,,101662045
20131205,219456372,139760425,221166938,167996058,167963464,0,0,0,1,0,0,0,,,69981329
20131206,190825287,122536344,128528687,124270704,231749471,0,0,0,0,1,0,0,,,118256819
20131207,152197159,116865492,89109018,118085705,126467028,0,0,0,0,0,1,0,,,82625571
20131208,138882605,137889992,102394991,111786622,164813471,0,0,0,0,0,0,1,,,71916047
20131209,124886903,345313258,147143602,195766477,147986439,1,0,0,0,0,0,0,,,76314292
20131210,174652812,268666856,258037702,131365419,148469647,0,1,0,0,0,0,0,,,133355299
20131211,179471612,219456372,134774128,166163002,174554976,0,0,1,0,0,0,0,,,147147341
20131212,239916977,190825287,139760425,221166938,167996058,0,0,0,1,0,0,0,,,110314592
20131213,140360007,152197159,122536344,128528687,124270704,0,0,0,0,1,0,0,,,92090275
20131214,164672690,138882605,116865492,89109018,118085705,0,0,0,0,0,1,0,,,90778214
20131215,129045596,124886903,137889992,102394991,111786622,0,0,0,0,0,0,1,,,52234651
20131216,205882387,174652812,345313258,147143602,195766477,1,0,0,0,0,0,0,,,54757146
20131217,196489931,179471612,268666856,258037702,131365419,0,1,0,0,0,0,0,,,156157326
20131218,193980797,239916977,219456372,134774128,166163002,0,0,1,0,0,0,0,,,116537843
20131219,180215804,140360007,190825287,139760425,221166938,0,0,0,1,0,0,0,,,202220872
20131220,233631357,164672690,152197159,122536344,128528687,0,0,0,0,1,0,0,,,164023344
20131221,133867400,129045596,138882605,116865492,89109018,0,0,0,0,0,1,0,,,153678963
20131222,112000779,205882387,124886903,137889992,102394991,0,0,0,0,0,0,1,,,83151594
20131223,154543217,196489931,174652812,345313258,147143602,1,0,0,0,0,0,0,,,83998249
20131224,198747367,193980797,179471612,268666856,258037702,0,1,0,0,0,0,0,,,138478245
20131225,305406334,180215804,239916977,219456372,134774128,0,0,1,0,0,0,0,,,118607911
20131226,380076148,233631357,140360007,190825287,139760425,0,0,0,1,0,0,0,,,172755480
20131227,220287409,133867400,164672690,152197159,122536344,0,0,0,0,1,0,0,,,241852564
20131228,211118967,112000779,129045596,138882605,116865492,0,0,0,0,0,1,0,,,163522548
20131229,192808006,154543217,205882387,124886903,137889992,0,0,0,0,0,0,1,,,61383220
20131230,161473347,198747367,196489931,174652812,345313258,1,0,0,0,0,0,0,,,55129989
20131231,286358778,305406334,193980797,179471612,268666856,0,1,0,0,0,0,0,,,179826624
20140101,265851934,380076148,180215804,239916977,219456372,0,0,1,0,0,0,0,,,134232530
20140102,330926565,220287409,233631357,140360007,190825287,0,0,0,1,0,0,0,,,77367755
20140103,434956739,211118967,133867400,164672690,152197159,0,0,0,0,1,0,0,,,190155450
20140104,342074805,192808006,112000779,129045596,138882605,0,0,0,0,0,1,0,,,127714255
20140105,186085910,161473347,154543217,205882387,124886903,0,0,0,0,0,0,1,,,99869074
20140106,206030707,286358778,198747367,196489931,174652812,1,0,0,0,0,0,0,,,156781996
20140107,442494042,265851934,305406334,193980797,179471612,0,1,0,0,0,0,0,,,190917629
20140108,589726496,330926565,380076148,180215804,239916977,0,0,1,0,0,0,0,,,137972793
20140109,264025160,434956739,220287409,233631357,140360007,0,0,0,1,0,0,0,,,213880074
20140110,280698487,342074805,211118967,133867400,164672690,0,0,0,0,1,0,0,,,140391237
20140111,237797636,186085910,192808006,112000779,129045596,0,0,0,0,0,1,0,,,117259153
20140112,243403438,206030707,161473347,154543217,205882387,0,0,0,0,0,0,1,,,71530182
20140113,228255344,442494042,286358778,198747367,196489931,1,0,0,0,0,0,0,,,141505812
20140114,447207050,589726496,265851934,305406334,193980797,0,1,0,0,0,0,0,,,178923772
20140115,356907128,264025160,330926565,380076148,180215804,0,0,1,0,0,0,0,,,159778389
20140116,391408718,280698487,434956739,220287409,233631357,0,0,0,1,0,0,0,,,177618247
20140117,374947083,237797636,342074805,211118967,133867400,0,0,0,0,1,0,0,,,153167426
20140118,345426853,243403438,186085910,192808006,112000779,0,0,0,0,0,1,0,,,127385210
20140119,233200688,228255344,206030707,161473347,154543217,0,0,0,0,0,0,1,,,142869842
20140120,185082022,447207050,442494042,286358778,198747367,1,0,0,0,0,0,0,,,117629351
20140121,335761027,356907128,589726496,265851934,305406334,0,1,0,0,0,0,0,,,442996084
20140122,412854611,391408718,264025160,330926565,380076148,0,0,1,0,0,0,0,,,302825136
20140123,498730606,374947083,280698487,434956739,220287409,0,0,0,1,0,0,0,,,292856188
20140124,481450097,345426853,237797636,342074805,211118967,0,0,0,0,1,0,0,,,209024328
20140125,614103894,233200688,243403438,186085910,192808006,0,0,0,0,0,1,0,,,345829001
20140126,440854623,185082022,228255344,206030707,161473347,0,0,0,0,0,0,1,,,185524856
20140127,528402520,335761027,447207050,442494042,286358778,1,0,0,0,0,0,0,,,331752519
20140128,657199484,412854611,356907128,589726496,265851934,0,1,0,0,0,0,0,,,280645861
20140129,843424742,498730606,391408718,264025160,330926565,0,0,1,0,0,0,0,,,248334316
20140130,952479658,481450097,374947083,280698487,434956739,0,0,0,1,0,0,0,,,215164666
20140131,227916211,614103894,345426853,237797636,342074805,0,0,0,0,1,0,0,,,105288105
20140201,87324175,440854623,233200688,243403438,186085910,0,0,0,0,0,1,0,,,48132389
20140202,64287172,528402520,185082022,228255344,206030707,0,0,0,0,0,0,1,,,61527060
20140203,57912761,657199484,335761027,447207050,442494042,1,0,0,0,0,0,0,,,24395720
20140204,84329848,843424742,412854611,356907128,589726496,0,1,0,0,0,0,0,,,46109194
20140205,83653646,952479658,498730606,391408718,264025160,0,0,1,0,0,0,0,,,44927333
20140206,209043990,227916211,481450097,374947083,280698487,0,0,0,1,0,0,0,,,95407704
20140207,227860276,87324175,614103894,345426853,237797636,0,0,0,0,1,0,0,,,111635336
20140208,578818221,64287172,440854623,233200688,243403438,0,0,0,0,0,1,0,,,273482213
20140209,358255468,57912761,528402520,185082022,228255344,0,0,0,0,0,0,1,,,183432237
20140210,341911234,84329848,657199484,335761027,447207050,1,0,0,0,0,0,0,,,262954049
20140211,647465140,83653646,843424742,412854611,356907128,0,1,0,0,0,0,0,,,431753411
20140212,818803205,209043990,952479658,498730606,391408718,0,0,1,0,0,0,0,,,243058162
20140213,763009770,227860276,227916211,481450097,374947083,0,0,0,1,0,0,0,,,354585919
20140214,626698794,578818221,87324175,614103894,345426853,0,0,0,0,1,0,0,,,362757986
20140215,490710434,358255468,64287172,440854623,233200688,0,0,0,0,0,1,0,,,263261899
20140216,255393179,341911234,57912761,528402520,185082022,0,0,0,0,0,0,1,,,121463693
20140217,331324628,647465140,84329848,657199484,335761027,1,0,0,0,0,0,0,,,183057224
20140218,706118060,818803205,83653646,843424742,412854611,0,1,0,0,0,0,0,,,405809267
20140219,593563145,763009770,209043990,952479658,498730606,0,0,1,0,0,0,0,,,271125324
20140220,408367966,626698794,227860276,227916211,481450097,0,0,0,1,0,0,0,,,323990451
20140221,478925191,490710434,578818221,87324175,614103894,0,0,0,0,1,0,0,,,230855410
20140222,353981687,255393179,358255468,64287172,440854623,0,0,0,0,0,1,0,,,178914448
20140223,282022706,331324628,341911234,57912761,528402520,0,0,0,0,0,0,1,,,134735118
20140224,337053711,706118060,647465140,84329848,657199484,1,0,0,0,0,0,0,,,195214052
20140225,656317045,593563145,818803205,83653646,843424742,0,1,0,0,0,0,0,,,473470156
20140226,563505889,408367966,763009770,209043990,952479658,0,0,1,0,0,0,0,,,299155352
20140227,680801145,478925191,626698794,227860276,227916211,0,0,0,1,0,0,0,,,284819682
20140228,672909288,353981687,490710434,578818221,87324175,0,0,0,0,1,0,0,,,492786036
20140301,428721754,282022706,255393179,358255468,64287172,0,0,0,0,0,1,0,,,322030204
20140302,362865580,337053711,331324628,341911234,57912761,0,0,0,0,0,0,1,,,211279011
20140303,276202230,656317045,706118060,647465140,84329848,1,0,0,0,0,0,0,,,246199417
20140304,505305862,563505889,593563145,818803205,83653646,0,1,0,0,0,0,0,,,513017360
20140305,524146340,680801145,408367966,763009770,209043990,0,0,1,0,0,0,0,,,250562978
20140306,454295491,672909288,478925191,626698794,227860276,0,0,0,1,0,0,0,,,209072753
20140307,561787770,428721754,353981687,490710434,578818221,0,0,0,0,1,0,0,,,243149884
20140308,380139779,362865580,282022706,255393179,358255468,0,0,0,0,0,1,0,,,291087220
20140309,243274169,276202230,337053711,331324628,341911234,0,0,0,0,0,0,1,,,140323202
20140310,244752519,505305862,656317045,706118060,647465140,1,0,0,0,0,0,0,,,206312503
20140311,497338076,524146340,563505889,593563145,818803205,0,1,0,0,0,0,0,,,308040624
20140312,430500816,454295491,680801145,408367966,763009770,0,0,1,0,0,0,0,,,496039886
20140313,377007897,561787770,672909288,478925191,626698794,0,0,0,1,0,0,0,,,416491268
20140314,346286910,380139779,428721754,353981687,490710434,0,0,0,0,1,0,0,,,316973542
20140315,315897431,243274169,362865580,282022706,255393179,0,0,0,0,0,1,0,,,311575572
20140316,287407002,244752519,276202230,337053711,331324628,0,0,0,0,0,0,1,,,242799048
20140317,269387391,497338076,505305862,656317045,706118060,1,0,0,0,0,0,0,,,390584547
20140318,339008082,430500816,524146340,563505889,593563145,0,1,0,0,0,0,0,,,440624592
20140319,435479117,377007897,454295491,680801145,408367966,0,0,1,0,0,0,0,,,410240726
20140320,359014064,346286910,561787770,672909288,478925191,0,0,0,1,0,0,0,,,429298917
20140321,365011495,315897431,380139779,428721754,353981687,0,0,0,0,1,0,0,,,336076380
20140322,282351818,287407002,243274169,362865580,282022706,0,0,0,0,0,1,0,,,259655286
20140323,191700135,269387391,244752519,276202230,337053711,0,0,0,0,0,0,1,,,138039412
20140324,167456369,339008082,497338076,505305862,656317045,1,0,0,0,0,0,0,,,186443311
20140325,313180334,435479117,430500816,524146340,563505889,0,1,0,0,0,0,0,,,437825259
20140326,314345006,359014064,377007897,454295491,680801145,0,0,1,0,0,0,0,,,312710515
20140327,272935544,365011495,346286910,561787770,672909288,0,0,0,1,0,0,0,,,450254233
20140328,266231082,282351818,315897431,380139779,428721754,0,0,0,0,1,0,0,,,359071642
20140329,225966355,191700135,287407002,243274169,362865580,0,0,0,0,0,1,0,,,405443946
20140330,160250985,167456369,269387391,244752519,276202230,0,0,0,0,0,0,1,,,155006056
20140331,205533934,313180334,339008082,497338076,505305862,1,0,0,0,0,0,0,,,264714811
20140401,398884905,314345006,435479117,430500816,524146340,0,1,0,0,0,0,0,0.0333333333,1,423852634
20140402,453320585,272935544,359014064,377007897,454295491,0,0,1,0,0,0,0,0.0666666667,1,277429358
20140403,355347118,266231082,365011495,346286910,561787770,0,0,0,1,0,0,0,0.1,1,272612066
20140404,363877120,225966355,282351818,315897431,380139779,0,0,0,0,1,0,0,0.1333333333,1,266605457
20140405,251895894,160250985,191700135,287407002,243274169,0,0,0,0,0,1,0,0.1666666667,0,200192637
20140406,202336542,205533934,167456369,269387391,244752519,0,0,0,0,0,0,1,0.2,0,163199682
20140407,129477254,398884905,313180334,339008082,497338076,1,0,0,0,0,0,0,0.2333333333,0,139576683
20140408,196936223,453320585,314345006,435479117,430500816,0,1,0,0,0,0,0,0.2666666667,1,176966561
20140409,354770149,355347118,272935544,359014064,377007897,0,0,1,0,0,0,0,0.3,1,250015131
20140410,383347565,363877120,266231082,365011495,346286910,0,0,0,1,0,0,0,0.3333333333,1,289330278
20140411,386567460,251895894,225966355,282351818,315897431,0,0,0,0,1,0,0,0.3666666667,1,286914864
20140412,237829882,202336542,160250985,191700135,287407002,0,0,0,0,0,1,0,0.4,0,277077434
20140413,177642053,129477254,205533934,167456369,269387391,0,0,0,0,0,0,1,0.4333333333,0,123295320
20140414,208172985,196936223,398884905,313180334,339008082,1,0,0,0,0,0,0,0.4666666667,1,178934722
20140415,309853269,354770149,453320585,314345006,435479117,0,1,0,0,0,0,0,0.5,1,415986984
20140416,428681231,383347565,355347118,272935544,359014064,0,0,1,0,0,0,0,0.5333333333,1,285293076
20140417,387847838,386567460,363877120,266231082,365011495,0,0,0,1,0,0,0,0.5666666667,1,255914640
20140418,355792647,237829882,251895894,225966355,282351818,0,0,0,0,1,0,0,0.6,1,265341592
20140419,239300383,177642053,202336542,160250985,191700135,0,0,0,0,0,1,0,0.6333333333,0,225952909
20140420,268729366,208172985,129477254,205533934,167456369,0,0,0,0,0,0,1,0.6666666667,0,146374940
20140421,191259529,309853269,196936223,398884905,313180334,1,0,0,0,0,0,0,0.7,1,161057781
20140422,301134667,428681231,354770149,453320585,314345006,0,1,0,0,0,0,0,0.7333333333,1,295635256
20140423,285248757,387847838,383347565,355347118,272935544,0,0,1,0,0,0,0,0.7666666667,1,268810141
20140424,313677307,355792647,386567460,363877120,266231082,0,0,0,1,0,0,0,0.8,1,278470936
20140425,318358891,239300383,237829882,251895894,225966355,0,0,0,0,1,0,0,0.8333333333,1,224536754
20140426,220927432,268729366,177642053,202336542,160250985,0,0,0,0,0,1,0,0.8666666667,0,227764292
20140427,151625415,191259529,208172985,129477254,205533934,0,0,0,0,0,0,1,0.9,0,158122962
20140428,146837951,301134667,309853269,196936223,398884905,1,0,0,0,0,0,0,0.9333333333,1,191915377
20140429,324937272,285248757,428681231,354770149,453320585,0,1,0,0,0,0,0,0.9666666667,1,327724735
20140430,330607104,313677307,387847838,383347565,355347118,0,0,1,0,0,0,0,1,1,307578349
20140501,260091330,318358891,355792647,386567460,363877120,0,0,0,1,0,0,0,0.0322580645,0,281835975
20140502,193045106,220927432,239300383,237829882,251895894,0,0,0,0,1,0,0,0.064516129,0,143362755
20140503,125336258,151625415,268729366,177642053,202336542,0,0,0,0,0,1,0,0.0967741935,0,121222064
20140504,185094488,146837951,191259529,208172985,129477254,0,0,0,0,0,0,1,0.1290322581,1,199568043
20140505,303087562,324937272,301134667,309853269,196936223,1,0,0,0,0,0,0,0.1612903226,1,413222034
20140506,370924149,330607104,285248757,428681231,354770149,0,1,0,0,0,0,0,0.1935483871,1,309330781
20140507,318002728,260091330,313677307,387847838,383347565,0,0,1,0,0,0,0,0.2258064516,1,341108696
20140508,417327518,193045106,318358891,355792647,386567460,0,0,0,1,0,0,0,0.2580645161,1,239372999
20140509,392838756,125336258,220927432,239300383,237829882,0,0,0,0,1,0,0,0.2903225806,1,273187499
