report_date,yesterday_redeem,week1_redeem,week2_redeem,week3_redeem,week4_redeem,MON,TUE,WED,THU,FRI,SAT,SUN,dayofmonth_percent,shouldwork,yesterday_purchase
2014-04-24,289670313.0,259158950.0,292651452.0,259172151.0,326543305.0,0,0,0,1,0,0,0,0.8,1.0,262963640.0
2014-04-25,348965167.0,212558260.0,263431235.0,171218775.0,372161003.0,0,0,0,0,1,0,0,0.8333333333,1.0,203798291.0
2014-04-26,231507912.0,161932743.0,177456118.0,130175071.0,138171183.0,0,0,0,0,0,1,0,0.8666666667,0.0,320373050.0
2014-04-27,110439209.0,175154181.0,199455537.0,86148848.0,256893459.0,0,0,0,0,0,0,1,0.9,0.0,184640194.0
2014-04-28,241292798.0,416482875.0,315904149.0,151211943.0,497687416.0,1,0,0,0,0,0,0,0.9333333333,1.0,167611543.0
2014-04-29,413667536.0,329994810.0,333481946.0,241500693.0,280407782.0,0,1,0,0,0,0,0,0.9666666667,1.0,285236269.0
2014-04-30,340918574.0,289670313.0,258644563.0,301919971.0,234601543.0,0,0,1,0,0,0,0,1.0,1.0,303772841.0
2014-05-01,274590040.0,348965167.0,259158950.0,292651452.0,259172151.0,0,0,0,1,0,0,0,0.0322580645,0.0,232262878.0
2014-05-02,113440731.0,231507912.0,212558260.0,263431235.0,171218775.0,0,0,0,0,1,0,0,0.064516129,0.0,197451051.0
2014-05-03,103269793.0,110439209.0,161932743.0,177456118.0,130175071.0,0,0,0,0,0,1,0,0.0967741935,0.0,129869154.0
2014-05-04,174430184.0,241292798.0,175154181.0,199455537.0,86148848.0,0,0,0,0,0,0,1,0.12903225810000002,1.0,229609301.0
2014-05-05,282088123.0,413667536.0,416482875.0,315904149.0,151211943.0,1,0,0,0,0,0,0,0.1612903226,1.0,297192156.0
2014-05-06,324920452.0,340918574.0,329994810.0,333481946.0,241500693.0,0,1,0,0,0,0,0,0.1935483871,1.0,425987710.0
2014-05-07,295986647.0,274590040.0,289670313.0,258644563.0,301919971.0,0,0,1,0,0,0,0,0.2258064516,1.0,323536443.0
2014-05-08,221742769.0,113440731.0,348965167.0,259158950.0,292651452.0,0,0,0,1,0,0,0,0.2580645161,1.0,406395515.0
2014-05-09,267751934.0,103269793.0,231507912.0,212558260.0,263431235.0,0,0,0,0,1,0,0,0.2903225806,1.0,353562072.0
2014-05-10,158473997.0,174430184.0,110439209.0,161932743.0,177456118.0,0,0,0,0,0,1,0,0.3225806452,0.0,265472393.0
2014-05-11,258495276.0,282088123.0,241292798.0,175154181.0,199455537.0,0,0,0,0,0,0,1,0.3548387097,0.0,227672886.0
2014-05-12,142970887.0,324920452.0,413667536.0,416482875.0,315904149.0,1,0,0,0,0,0,0,0.3870967742,1.0,208480221.0
2014-05-13,338432936.0,295986647.0,340918574.0,329994810.0,333481946.0,0,1,0,0,0,0,0,0.41935483869999995,1.0,285228437.0
2014-05-14,250343867.0,221742769.0,274590040.0,289670313.0,258644563.0,0,0,1,0,0,0,0,0.4516129032,1.0,362372059.0
2014-05-15,297491596.0,267751934.0,113440731.0,348965167.0,259158950.0,0,0,0,1,0,0,0,0.48387096770000004,1.0,290208996.0
2014-05-16,435249186.0,158473997.0,103269793.0,231507912.0,212558260.0,0,0,0,0,1,0,0,0.5161290323,1.0,303286621.0
2014-05-17,200510199.0,258495276.0,174430184.0,110439209.0,161932743.0,0,0,0,0,0,1,0,0.5483870968,0.0,254644568.0
2014-05-18,179594252.0,142970887.0,282088123.0,241292798.0,175154181.0,0,0,0,0,0,0,1,0.5806451613,0.0,116291491.0
2014-05-19,145479624.0,338432936.0,324920452.0,413667536.0,416482875.0,1,0,0,0,0,0,0,0.6129032258,1.0,161097108.0
2014-05-20,422101826.0,250343867.0,295986647.0,340918574.0,329994810.0,0,1,0,0,0,0,0,0.6451612903,1.0,347718384.0
2014-05-21,197106347.0,297491596.0,221742769.0,274590040.0,289670313.0,0,0,1,0,0,0,0,0.6774193548,1.0,286615315.0
2014-05-22,292385050.0,435249186.0,267751934.0,113440731.0,348965167.0,0,0,0,1,0,0,0,0.7096774194,1.0,241015636.0
2014-05-23,295631432.0,200510199.0,158473997.0,103269793.0,231507912.0,0,0,0,0,1,0,0,0.7419354839,1.0,273390048.0
2014-05-24,223981714.0,179594252.0,258495276.0,174430184.0,110439209.0,0,0,0,0,0,1,0,0.7741935484,0.0,200156003.0
2014-05-25,233305829.0,145479624.0,142970887.0,282088123.0,241292798.0,0,0,0,0,0,0,1,0.8064516129000001,0.0,141641047.0
2014-05-26,147245163.0,422101826.0,338432936.0,324920452.0,413667536.0,1,0,0,0,0,0,0,0.8387096773999999,1.0,169866612.0
2014-05-27,415178334.0,197106347.0,250343867.0,295986647.0,340918574.0,0,1,0,0,0,0,0,0.8709677418999999,1.0,266803815.0
2014-05-28,369000169.0,292385050.0,297491596.0,221742769.0,274590040.0,0,0,1,0,0,0,0,0.9032258065000001,1.0,249676185.0
2014-05-29,381785376.0,295631432.0,435249186.0,267751934.0,113440731.0,0,0,0,1,0,0,0,0.935483871,1.0,268930576.0
2014-05-30,402129748.0,223981714.0,200510199.0,158473997.0,103269793.0,0,0,0,0,1,0,0,0.9677419355,1.0,339227554.0
2014-05-31,276489019.0,233305829.0,179594252.0,258495276.0,174430184.0,0,0,0,0,0,1,0,1.0,0.0,248860973.0
2014-06-01,153225467.0,147245163.0,145479624.0,142970887.0,282088123.0,0,0,0,0,0,0,1,0.033333333300000004,0.0,128370165.0
2014-06-02,111076626.0,415178334.0,422101826.0,338432936.0,324920452.0,1,0,0,0,0,0,0,0.0666666667,0.0,143942297.0
2014-06-03,157408750.0,369000169.0,197106347.0,250343867.0,295986647.0,0,1,0,0,0,0,0,0.1,1.0,176770324.0
2014-06-04,372184784.0,381785376.0,292385050.0,297491596.0,221742769.0,0,0,1,0,0,0,0,0.1333333333,1.0,285424724.0
2014-06-05,327061084.0,402129748.0,295631432.0,435249186.0,267751934.0,0,0,0,1,0,0,0,0.1666666667,1.0,275697613.0
2014-06-06,302841375.0,276489019.0,223981714.0,200510199.0,158473997.0,0,0,0,0,1,0,0,0.2,1.0,309000179.0
2014-06-07,217295228.0,153225467.0,233305829.0,179594252.0,258495276.0,0,0,0,0,0,1,0,0.23333333329999997,0.0,255880246.0
2014-06-08,206165504.0,111076626.0,147245163.0,145479624.0,142970887.0,0,0,0,0,0,0,1,0.2666666667,0.0,155141863.0
2014-06-09,180076832.0,157408750.0,415178334.0,422101826.0,338432936.0,1,0,0,0,0,0,0,0.3,1.0,181144835.0
2014-06-10,241085611.0,372184784.0,369000169.0,197106347.0,250343867.0,0,1,0,0,0,0,0,0.3333333333,1.0,442360742.0
2014-06-11,282137606.0,327061084.0,381785376.0,292385050.0,297491596.0,0,0,1,0,0,0,0,0.36666666670000003,1.0,389636668.0
2014-06-12,277431859.0,302841375.0,402129748.0,295631432.0,435249186.0,0,0,0,1,0,0,0,0.4,1.0,311384505.0
2014-06-13,256164551.0,217295228.0,276489019.0,223981714.0,200510199.0,0,0,0,0,1,0,0,0.43333333329999996,1.0,267188252.0
2014-06-14,284281673.0,206165504.0,153225467.0,233305829.0,179594252.0,0,0,0,0,0,1,0,0.4666666667,0.0,256177180.0
2014-06-15,289810759.0,180076832.0,111076626.0,147245163.0,145479624.0,0,0,0,0,0,0,1,0.5,0.0,148539864.0
2014-06-16,217992393.0,241085611.0,157408750.0,415178334.0,422101826.0,1,0,0,0,0,0,0,0.5333333333,1.0,201999390.0
2014-06-17,383963086.0,282137606.0,372184784.0,369000169.0,197106347.0,0,1,0,0,0,0,0,0.5666666667,1.0,336917078.0
2014-06-18,331341050.0,277431859.0,327061084.0,381785376.0,292385050.0,0,0,1,0,0,0,0,0.6,1.0,324524255.0
2014-06-19,358972950.0,256164551.0,302841375.0,402129748.0,295631432.0,0,0,0,1,0,0,0,0.6333333333,1.0,266480068.0
2014-06-20,322086055.0,284281673.0,217295228.0,276489019.0,223981714.0,0,0,0,0,1,0,0,0.6666666667,1.0,282577514.0
2014-06-21,333222993.0,289810759.0,206165504.0,153225467.0,233305829.0,0,0,0,0,0,1,0,0.7,0.0,226974141.0
2014-06-22,169065467.0,217992393.0,180076832.0,111076626.0,147245163.0,0,0,0,0,0,0,1,0.7333333333,0.0,186364721.0
2014-06-23,232029485.0,383963086.0,241085611.0,157408750.0,415178334.0,1,0,0,0,0,0,0,0.7666666667,1.0,143403001.0
2014-06-24,444554691.0,331341050.0,282137606.0,372184784.0,369000169.0,0,1,0,0,0,0,0,0.8,1.0,304220528.0
2014-06-25,342707532.0,358972950.0,277431859.0,327061084.0,381785376.0,0,0,1,0,0,0,0,0.8333333333,1.0,298405851.0
2014-06-26,319358448.0,322086055.0,256164551.0,302841375.0,402129748.0,0,0,0,1,0,0,0,0.8666666667,1.0,271335080.0
2014-06-27,498151313.0,333222993.0,284281673.0,217295228.0,276489019.0,0,0,0,0,1,0,0,0.9,1.0,223576983.0
2014-06-28,307276813.0,169065467.0,289810759.0,206165504.0,153225467.0,0,0,0,0,0,1,0,0.9333333333,0.0,186455771.0
2014-06-29,199382031.0,232029485.0,217992393.0,180076832.0,111076626.0,0,0,0,0,0,0,1,0.9666666667,0.0,181197896.0
2014-06-30,238934317.0,444554691.0,383963086.0,241085611.0,157408750.0,1,0,0,0,0,0,0,1.0,1.0,171945311.0
2014-07-01,425796747.0,342707532.0,331341050.0,282137606.0,372184784.0,0,1,0,0,0,0,0,0.0322580645,1.0,331665096.0
2014-07-02,358485374.0,319358448.0,358972950.0,277431859.0,327061084.0,0,0,1,0,0,0,0,0.064516129,1.0,379361211.0
2014-07-03,364268994.0,498151313.0,322086055.0,256164551.0,302841375.0,0,0,0,1,0,0,0,0.0967741935,1.0,301263008.0
2014-07-04,257959811.0,307276813.0,333222993.0,284281673.0,217295228.0,0,0,0,0,1,0,0,0.12903225810000002,1.0,205360896.0
2014-07-05,253548445.0,199382031.0,169065467.0,289810759.0,206165504.0,0,0,0,0,0,1,0,0.1612903226,0.0,221546458.0
2014-07-06,168602028.0,238934317.0,232029485.0,217992393.0,180076832.0,0,0,0,0,0,0,1,0.1935483871,0.0,162447667.0
2014-07-07,250453540.0,425796747.0,444554691.0,383963086.0,241085611.0,1,0,0,0,0,0,0,0.2258064516,1.0,163090528.0
2014-07-08,332660498.0,358485374.0,342707532.0,331341050.0,282137606.0,0,1,0,0,0,0,0,0.2580645161,1.0,330300280.0
2014-07-09,363952447.0,364268994.0,319358448.0,358972950.0,277431859.0,0,0,1,0,0,0,0,0.2903225806,1.0,237821679.0
2014-07-10,308883169.0,257959811.0,498151313.0,322086055.0,256164551.0,0,0,0,1,0,0,0,0.3225806452,1.0,254180106.0
2014-07-11,322207184.0,253548445.0,307276813.0,333222993.0,284281673.0,0,0,0,0,1,0,0,0.3548387097,1.0,277110154.0
2014-07-12,266630674.0,168602028.0,199382031.0,169065467.0,289810759.0,0,0,0,0,0,1,0,0.3870967742,0.0,233743113.0
2014-07-13,173485119.0,250453540.0,238934317.0,232029485.0,217992393.0,0,0,0,0,0,0,1,0.41935483869999995,0.0,149584303.0
2014-07-14,218339981.0,332660498.0,425796747.0,444554691.0,383963086.0,1,0,0,0,0,0,0,0.4516129032,1.0,142610813.0
2014-07-15,272164963.0,363952447.0,358485374.0,342707532.0,331341050.0,0,1,0,0,0,0,0,0.48387096770000004,1.0,246080213.0
2014-07-16,369452520.0,308883169.0,364268994.0,319358448.0,358972950.0,0,0,1,0,0,0,0,0.5161290323,1.0,299355385.0
2014-07-17,278415089.0,322207184.0,257959811.0,498151313.0,322086055.0,0,0,0,1,0,0,0,0.5483870968,1.0,277080654.0
2014-07-18,204597291.0,266630674.0,253548445.0,307276813.0,333222993.0,0,0,0,0,1,0,0,0.5806451613,1.0,254493213.0
2014-07-19,162854740.0,173485119.0,168602028.0,199382031.0,169065467.0,0,0,0,0,0,1,0,0.6129032258,0.0,191967546.0
2014-07-20,122809272.0,218339981.0,250453540.0,238934317.0,232029485.0,0,0,0,0,0,0,1,0.6451612903,0.0,153934641.0
2014-07-21,157986108.0,272164963.0,332660498.0,425796747.0,444554691.0,1,0,0,0,0,0,0,0.6774193548,1.0,174324225.0
2014-07-22,325273684.0,369452520.0,363952447.0,358485374.0,342707532.0,0,1,0,0,0,0,0,0.7096774194,1.0,241509367.0
2014-07-23,307691465.0,278415089.0,308883169.0,364268994.0,319358448.0,0,0,1,0,0,0,0,0.7419354839,1.0,222479621.0
2014-07-24,289004852.0,204597291.0,322207184.0,257959811.0,498151313.0,0,0,0,1,0,0,0,0.7741935484,1.0,281820273.0
2014-07-25,284291000.0,162854740.0,266630674.0,253548445.0,307276813.0,0,0,0,0,1,0,0,0.8064516129000001,1.0,257332381.0
2014-07-26,233005216.0,122809272.0,173485119.0,168602028.0,199382031.0,0,0,0,0,0,1,0,0.8387096773999999,0.0,203397102.0
2014-07-27,152163398.0,157986108.0,218339981.0,250453540.0,238934317.0,0,0,0,0,0,0,1,0.8709677418999999,0.0,198457820.0
2014-07-28,281734449.0,325273684.0,272164963.0,332660498.0,425796747.0,1,0,0,0,0,0,0,0.9032258065000001,1.0,162389176.0
2014-07-29,393656353.0,307691465.0,369452520.0,363952447.0,358485374.0,0,1,0,0,0,0,0,0.935483871,1.0,253136439.0
2014-07-30,185509598.0,289004852.0,278415089.0,308883169.0,364268994.0,0,0,1,0,0,0,0,0.9677419355,1.0,325692942.0
2014-07-31,278053927.0,284291000.0,204597291.0,322207184.0,257959811.0,0,0,0,1,0,0,0,1.0,1.0,239088792.0
