report_date,yesterday_purchase,week1_purchase,week2_purchase,week3_purchase,week4_purchase,MON,TUE,WED,THU,FRI,SAT,SUN,dayofmonth_percent,shouldwork,yesterday_redeem
2014-06-23,143403001.0,336917078.0,442360742.0,176770324.0,266803815.0,1,0,0,0,0,0,0,0.7666666667,1.0,232029485.0
2014-06-24,304220528.0,324524255.0,389636668.0,285424724.0,249676185.0,0,1,0,0,0,0,0,0.8,1.0,444554691.0
2014-06-25,298405851.0,266480068.0,311384505.0,275697613.0,268930576.0,0,0,1,0,0,0,0,0.8333333333,1.0,342707532.0
2014-06-26,271335080.0,282577514.0,267188252.0,309000179.0,339227554.0,0,0,0,1,0,0,0,0.8666666667,1.0,319358448.0
2014-06-27,223576983.0,226974141.0,256177180.0,255880246.0,248860973.0,0,0,0,0,1,0,0,0.9,1.0,498151313.0
2014-06-28,186455771.0,186364721.0,148539864.0,155141863.0,128370165.0,0,0,0,0,0,1,0,0.9333333333,0.0,307276813.0
2014-06-29,181197896.0,143403001.0,201999390.0,181144835.0,143942297.0,0,0,0,0,0,0,1,0.9666666667,0.0,199382031.0
2014-06-30,171945311.0,304220528.0,336917078.0,442360742.0,176770324.0,1,0,0,0,0,0,0,1.0,1.0,238934317.0
2014-07-01,331665096.0,298405851.0,324524255.0,389636668.0,285424724.0,0,1,0,0,0,0,0,0.0322580645,1.0,425796747.0
2014-07-02,379361211.0,271335080.0,266480068.0,311384505.0,275697613.0,0,0,1,0,0,0,0,0.064516129,1.0,358485374.0
2014-07-03,301263008.0,223576983.0,282577514.0,267188252.0,309000179.0,0,0,0,1,0,0,0,0.0967741935,1.0,364268994.0
2014-07-04,205360896.0,186455771.0,226974141.0,256177180.0,255880246.0,0,0,0,0,1,0,0,0.12903225810000002,1.0,257959811.0
2014-07-05,221546458.0,181197896.0,186364721.0,148539864.0,155141863.0,0,0,0,0,0,1,0,0.1612903226,0.0,253548445.0
2014-07-06,162447667.0,171945311.0,143403001.0,201999390.0,181144835.0,0,0,0,0,0,0,1,0.1935483871,0.0,168602028.0
2014-07-07,163090528.0,331665096.0,304220528.0,336917078.0,442360742.0,1,0,0,0,0,0,0,0.2258064516,1.0,250453540.0
2014-07-08,330300280.0,379361211.0,298405851.0,324524255.0,389636668.0,0,1,0,0,0,0,0,0.2580645161,1.0,332660498.0
2014-07-09,237821679.0,301263008.0,271335080.0,266480068.0,311384505.0,0,0,1,0,0,0,0,0.2903225806,1.0,363952447.0
2014-07-10,254180106.0,205360896.0,223576983.0,282577514.0,267188252.0,0,0,0,1,0,0,0,0.3225806452,1.0,308883169.0
2014-07-11,277110154.0,221546458.0,186455771.0,226974141.0,256177180.0,0,0,0,0,1,0,0,0.3548387097,1.0,322207184.0
2014-07-12,233743113.0,162447667.0,181197896.0,186364721.0,148539864.0,0,0,0,0,0,1,0,0.3870967742,0.0,266630674.0
2014-07-13,149584303.0,163090528.0,171945311.0,143403001.0,201999390.0,0,0,0,0,0,0,1,0.41935483869999995,0.0,173485119.0
2014-07-14,142610813.0,330300280.0,331665096.0,304220528.0,336917078.0,1,0,0,0,0,0,0,0.4516129032,1.0,218339981.0
2014-07-15,246080213.0,237821679.0,379361211.0,298405851.0,324524255.0,0,1,0,0,0,0,0,0.48387096770000004,1.0,272164963.0
2014-07-16,299355385.0,254180106.0,301263008.0,271335080.0,266480068.0,0,0,1,0,0,0,0,0.5161290323,1.0,369452520.0
2014-07-17,277080654.0,277110154.0,205360896.0,223576983.0,282577514.0,0,0,0,1,0,0,0,0.5483870968,1.0,278415089.0
2014-07-18,254493213.0,233743113.0,221546458.0,186455771.0,226974141.0,0,0,0,0,1,0,0,0.5806451613,1.0,204597291.0
2014-07-19,191967546.0,149584303.0,162447667.0,181197896.0,186364721.0,0,0,0,0,0,1,0,0.6129032258,0.0,162854740.0
2014-07-20,153934641.0,142610813.0,163090528.0,171945311.0,143403001.0,0,0,0,0,0,0,1,0.6451612903,0.0,122809272.0
2014-07-21,174324225.0,246080213.0,330300280.0,331665096.0,304220528.0,1,0,0,0,0,0,0,0.6774193548,1.0,157986108.0
2014-07-22,241509367.0,299355385.0,237821679.0,379361211.0,298405851.0,0,1,0,0,0,0,0,0.7096774194,1.0,325273684.0
2014-07-23,222479621.0,277080654.0,254180106.0,301263008.0,271335080.0,0,0,1,0,0,0,0,0.7419354839,1.0,307691465.0
2014-07-24,281820273.0,254493213.0,277110154.0,205360896.0,223576983.0,0,0,0,1,0,0,0,0.7741935484,1.0,289004852.0
2014-07-25,257332381.0,191967546.0,233743113.0,221546458.0,186455771.0,0,0,0,0,1,0,0,0.8064516129000001,1.0,284291000.0
2014-07-26,203397102.0,153934641.0,149584303.0,162447667.0,181197896.0,0,0,0,0,0,1,0,0.8387096773999999,0.0,233005216.0
2014-07-27,198457820.0,174324225.0,142610813.0,163090528.0,171945311.0,0,0,0,0,0,0,1,0.8709677418999999,0.0,152163398.0
2014-07-28,162389176.0,241509367.0,246080213.0,330300280.0,331665096.0,1,0,0,0,0,0,0,0.9032258065000001,1.0,281734449.0
2014-07-29,253136439.0,222479621.0,299355385.0,237821679.0,379361211.0,0,1,0,0,0,0,0,0.935483871,1.0,393656353.0
2014-07-30,325692942.0,281820273.0,277080654.0,254180106.0,301263008.0,0,0,1,0,0,0,0,0.9677419355,1.0,185509598.0
2014-07-31,239088792.0,257332381.0,254493213.0,277110154.0,205360896.0,0,0,0,1,0,0,0,1.0,1.0,278053927.0
